X1,X2,X3,X4,class
0.0,1.0,0.46010122819627200,0.5927444089753720,1.0
1.0,1.0,0.588787915812131,0.5749835871510090,0.0
0.0,0.0,0.4016406919272850,0.6793248321388420,1.0
1.0,1.0,0.3060759666375990,0.18210750582402800,0.0
0.0,0.0,0.962847380415031,0.5792453401503400,1.0
1.0,1.0,0.7281009213924430,0.382788860417118,0.0
1.0,0.0,0.14266544519129000,0.9070204205904030,1.0
1.0,0.0,0.7125350438591820,0.6067623733601030,0.0
1.0,0.0,0.616505735181776,0.5993601834323340,1.0
1.0,1.0,0.26874389169465400,0.2415259711065160,0.0
0.0,0.0,0.028767325522239800,0.279021689769102,1.0
1.0,0.0,0.43709466500566100,0.24033877033048500,0.0
0.0,0.0,0.15587814262589000,0.9350620373618700,1.0
1.0,1.0,0.7241088978456390,0.3406667872106020,0.0
0.0,0.0,0.10775789740363700,0.8347892986711900,1.0
1.0,1.0,0.7300307164938970,0.2840711389291110,0.0
0.0,1.0,0.606990217447549,0.5506805596166200,1.0
1.0,0.0,0.2274290870826430,0.3630415130217120,0.0
0.0,0.0,0.9722468569081490,0.9788486417050180,1.0
1.0,0.0,0.8953731242475230,0.4894832349748600,0.0
0.0,0.0,0.496976550514182,0.978473835121695,1.0
0.0,1.0,0.7945535238259880,0.07932121218190970,0.0
0.0,0.0,0.9330979354688450,0.6510919576380370,1.0
0.0,1.0,0.29377928622405600,0.49765975109945000,0.0
0.0,0.0,0.44281979072780800,0.36289953644281600,1.0
1.0,0.0,0.08966191934454240,0.012065928181838800,0.0
1.0,0.0,0.7892065478127490,0.9203005274812980,1.0
1.0,0.0,0.41338114003183500,0.03685702080561030,0.0
0.0,0.0,0.9895717293132770,0.2513037664674530,1.0
1.0,0.0,0.9017051394762430,0.2508339197055760,0.0
0.0,1.0,0.6244811725724070,0.8979212700357940,1.0
1.0,1.0,0.041274500658022300,0.37863369880197000,0.0
0.0,0.0,0.5870174205507920,0.03669265565421640,1.0
0.0,1.0,0.00824020038648865,0.37704960621893700,0.0
1.0,0.0,0.9243720313279660,0.9579613009161630,1.0
1.0,0.0,0.808339160535109,0.6046367186977870,0.0
1.0,0.0,0.7021365908689170,0.7816434011793410,1.0
0.0,1.0,0.8173166672204580,0.6240087244534240,0.0
0.0,0.0,0.6785688612650610,0.18322438894703300,1.0
1.0,1.0,0.5864911403939740,0.988173867534824,0.0
0.0,0.0,0.5852222218181610,0.1559062841776530,1.0
1.0,0.0,0.3721654934919190,0.15282639439112500,0.0
0.0,0.0,0.015922830409413100,0.38289853359766500,1.0
1.0,0.0,0.03311262528286530,0.23181806858385700,0.0
0.0,0.0,0.27193627646854100,0.7633888269112690,1.0
1.0,1.0,0.8069684689527020,0.26553936625095600,0.0
1.0,0.0,0.4360255682675890,0.870572826664788,1.0
1.0,1.0,0.4067105686266420,0.2330442373115090,0.0
1.0,0.0,0.6590261777629570,0.6571690642628750,1.0
1.0,1.0,0.5797955414105030,0.6044319390368060,0.0
0.0,1.0,0.4453941089142430,0.30774934082131800,1.0
1.0,1.0,0.8500758233674820,0.11551446677755700,0.0
0.0,0.0,0.3214906209325360,0.4938265889813090,1.0
1.0,1.0,0.8006661010596270,0.9606072205688940,0.0
0.0,1.0,0.057312980633087000,0.8804524874101430,1.0
1.0,0.0,0.7237916848734140,0.11840751837511000,0.0
1.0,0.0,0.3674488280335170,0.7327492992755620,1.0
1.0,0.0,0.10954329695011000,0.1825864475181360,0.0
0.0,0.0,0.11571308529674800,0.44376281493414600,1.0
1.0,0.0,0.6200069372352920,0.21664981090937100,0.0
0.0,1.0,0.5443482254300040,0.8731242380272240,1.0
0.0,1.0,0.11049821242465100,0.6636299174681270,0.0
1.0,0.0,0.3651343103822580,0.9650082113495750,1.0
1.0,1.0,0.6286902480844440,0.6260588375648320,0.0
1.0,0.0,0.10233409934013700,0.9856566024905720,1.0
1.0,1.0,0.8220101694638180,0.7095997989364130,0.0
0.0,1.0,0.6021302095295770,0.5115546023417780,1.0
1.0,0.0,0.10064822201807200,0.43996228880154700,0.0
0.0,0.0,0.02613605740991150,0.010881758109271700,1.0
1.0,0.0,0.2493066736406600,0.35044027721525100,0.0
0.0,0.0,0.24302424872485300,0.26558782243617200,1.0
0.0,1.0,0.46112758056363900,0.0735659680340176,0.0
0.0,0.0,0.14072911982741800,0.548143818250729,1.0
0.0,1.0,0.8312325337556890,0.10622280195338100,0.0
0.0,1.0,0.035857202703774900,0.7884537720661750,1.0
1.0,1.0,0.5451137954874540,0.651753451286361,0.0
0.0,1.0,0.1794859955920580,0.8415412015297910,1.0
0.0,1.0,0.22683700842967900,0.08252699793478040,0.0
0.0,0.0,0.7890369641178200,0.4472402854479140,1.0
1.0,1.0,0.706141419555617,0.3133365421367620,0.0
0.0,1.0,0.662149133354964,0.5839492411209140,1.0
1.0,0.0,0.6734446725036640,0.3586400324715120,0.0
1.0,0.0,0.2572448526610780,0.7852966128708110,1.0
0.0,1.0,0.26902447356337100,0.5191156677092800,0.0
1.0,0.0,0.6128657223795700,0.619243752903891,1.0
1.0,1.0,0.7874231334185510,0.06506953331687340,0.0
0.0,0.0,0.5435960911054510,0.8862533591141620,1.0
1.0,1.0,0.018394265570294900,0.12830922634234300,0.0
0.0,1.0,0.04968862993676530,0.9686852763611630,1.0
1.0,1.0,0.8803693132596960,0.06863707843149810,0.0
1.0,0.0,0.46443051071544600,0.27469934366025200,1.0
0.0,1.0,0.20685343605875200,0.2987682169614800,0.0
0.0,0.0,0.5274063159142330,0.11014460866192900,1.0
0.0,1.0,0.25629863207623600,0.3020389695042190,0.0
0.0,0.0,0.8774142419593460,0.4914609038079220,1.0
1.0,0.0,0.3325116980480190,0.4434821621070750,0.0
0.0,0.0,0.7466533434446320,0.07110701189852750,1.0
1.0,1.0,0.4355197276336570,0.5115418252547610,0.0
0.0,0.0,0.33316369894911700,0.42167656871308000,1.0
1.0,0.0,0.3134708838331390,0.47559020196069500,0.0
0.0,1.0,0.412135241006212,0.3565928826413570,1.0
0.0,1.0,0.8227273586810820,0.3486473555489270,0.0
1.0,0.0,0.6508788886690590,0.9334553595063150,1.0
1.0,1.0,0.26491417145275800,0.8132588657467480,0.0
0.0,0.0,0.5815305946997610,0.5410690599060690,1.0
1.0,0.0,0.3279117016597460,0.24655966493803100,0.0
1.0,0.0,0.4883481319909720,0.6649271532433080,1.0
1.0,0.0,0.18607546785062100,0.6592461710580450,0.0
0.0,0.0,0.8823215834056680,0.22036250161540300,1.0
1.0,0.0,0.7087842278753480,0.3542688539380620,0.0
0.0,0.0,0.4746134149744320,0.4002096737347850,1.0
0.0,1.0,0.926843282460949,0.2766595611100620,0.0
0.0,0.0,0.29002788676564400,0.8230370011078740,1.0
1.0,1.0,0.23722596013235500,0.06415691773567310,0.0
0.0,1.0,0.17131244456346400,0.9250582173475570,1.0
1.0,0.0,0.18291386616464,0.6618682457618300,0.0
0.0,1.0,0.4753185116393430,0.6746118230808810,1.0
1.0,1.0,0.5300402641878510,0.6334972852618170,0.0
0.0,0.0,0.8493922656511720,0.11039239639975800,1.0
1.0,1.0,0.13443024159742400,0.08077394993934100,0.0
0.0,1.0,0.09446993465507940,0.8944672152453120,1.0
1.0,1.0,0.5248141798800070,0.5427902191415300,0.0
1.0,0.0,0.49509672223144600,0.43770756071969800,1.0
1.0,1.0,0.8644352504782300,0.46735643130747100,0.0
0.0,0.0,0.11551911286630100,0.0636302184564026,1.0
1.0,1.0,0.25761774886173000,0.7818451316104010,0.0
0.0,1.0,0.41730225876354800,0.9334787145270060,1.0
1.0,1.0,0.017621018086029900,0.31088136931194800,0.0
0.0,0.0,0.37962356260696500,0.5237158676311900,1.0
1.0,0.0,0.19807506662602800,0.6456900214337380,0.0
0.0,1.0,0.5675467308202280,0.8268134160417360,1.0
1.0,1.0,0.9788205254879260,0.5021982577355630,0.0
0.0,1.0,0.13077650515310500,0.9950293168346980,1.0
1.0,1.0,0.14491827955282900,0.5718847284369280,0.0
1.0,0.0,0.629594848098219,0.5062911012155030,1.0
1.0,1.0,0.39270766725184600,0.005449110168485710,0.0
0.0,0.0,0.04645837624198050,0.5819406075008110,1.0
1.0,1.0,0.18073622636084500,0.2944459559646080,0.0
0.0,0.0,0.12377207242110100,0.6115792737715910,1.0
1.0,0.0,0.16685300110642000,0.29642583931615300,0.0
1.0,0.0,0.7050395723388980,0.800129231120724,1.0
1.0,1.0,0.7341878665281000,0.6713488925270450,0.0
0.0,1.0,0.8493670821591800,0.861728373653614,1.0
1.0,0.0,0.9355141811158080,0.4346863136805450,0.0
1.0,0.0,0.7029998585510210,0.9058041538093300,1.0
1.0,0.0,0.0867423223341659,0.03117394790162100,0.0
0.0,1.0,0.5684627365563660,0.7679262514631380,1.0
0.0,1.0,0.7243625455824740,0.5573291502653250,0.0
0.0,0.0,0.5847118087592810,0.20764361852711500,1.0
1.0,1.0,0.46707431682706400,0.28531002202015100,0.0
0.0,0.0,0.2566627311571090,0.849265897643544,1.0
1.0,1.0,0.4599950300386240,0.622963658312714,0.0
0.0,1.0,0.4852741792193600,0.2274117143123240,1.0
1.0,1.0,0.5431872888326120,0.9117809837993730,0.0
0.0,0.0,0.7279799266895830,0.4629512666271980,1.0
1.0,1.0,0.7021349955982460,0.3392892634517650,0.0
0.0,0.0,0.8014114392159810,0.8544741443900000,1.0
1.0,1.0,0.6187970586176620,0.9339988050042090,0.0
0.0,0.0,0.7231212040399310,0.6264064414225900,1.0
1.0,0.0,0.7140412581757390,0.5848426554933170,0.0
1.0,0.0,0.388084722252633,0.6635675160136990,1.0
1.0,0.0,0.6662317150874590,0.39919060248055200,0.0
0.0,0.0,0.4371209308935830,0.6202551550913520,1.0
1.0,0.0,0.9342116811803530,0.359367714937158,0.0
0.0,1.0,0.7640442414160110,0.8079262876589870,1.0
0.0,1.0,0.22614435583167700,0.1907821153169340,0.0
1.0,0.0,0.8634861390679740,0.8903984167453850,1.0
1.0,1.0,0.23376052453902800,0.6580198993911620,0.0
0.0,0.0,0.5479132691336620,0.9060266528039420,1.0
1.0,1.0,0.01875290520346800,0.48448465768512300,0.0
1.0,0.0,0.19330272318070700,0.9306109781796900,1.0
1.0,0.0,0.1089179234408960,0.4341229078786040,0.0
1.0,0.0,0.3823923196149260,0.4494421667521180,1.0
0.0,1.0,0.11451651695537000,0.34984087436076900,0.0
0.0,0.0,0.937716664607795,0.5191828062841190,1.0
1.0,0.0,0.6321864353776860,0.06194671837088670,0.0
0.0,1.0,0.6016466262971720,0.44862558323003900,1.0
1.0,1.0,0.06837175555948330,0.9081745658916780,0.0
1.0,0.0,0.6426837876194170,0.4977592337914030,1.0
0.0,1.0,0.5284760138476390,0.038520143199701000,0.0
1.0,0.0,0.6576832678024200,0.7946690290588680,1.0
0.0,1.0,0.9202858587418330,0.13032230311492800,0.0
0.0,1.0,0.2913416809105390,0.9586880095822630,1.0
1.0,1.0,0.46036003719349000,0.24465156681615900,0.0
0.0,0.0,0.7272581079162790,0.24458228515671800,1.0
1.0,1.0,0.32008338077683200,0.8937869306979130,0.0
0.0,0.0,0.6315172158928070,0.8508365666346900,1.0
1.0,1.0,0.3721113908488060,0.474556702779136,0.0
1.0,0.0,0.714189546850387,0.9040449585101530,1.0
0.0,1.0,0.816950290595856,0.035376753181248700,0.0
1.0,0.0,0.09988065244596780,0.8337779814000630,1.0
1.0,1.0,0.6111371537680630,0.8734194890198700,0.0
0.0,0.0,0.9989058989358790,0.7914802355401100,1.0
1.0,0.0,0.7292435244954850,0.39075933731560100,0.0
0.0,0.0,0.12635138021479600,0.600425950184135,1.0
1.0,1.0,0.6029388241477880,0.38701029039922700,0.0
0.0,0.0,0.2518665419672680,0.6036370284552560,1.0
1.0,0.0,0.18626820937333800,0.27932445861695900,0.0
0.0,0.0,0.8079045148962450,0.046802857005556000,1.0
0.0,1.0,0.20351828901105300,0.13079341806175200,0.0
0.0,0.0,0.7523015463664820,0.06293989723334300,1.0
1.0,1.0,0.02548804848381850,0.10003594293769900,0.0
0.0,0.0,0.012206185564558800,0.47472564620338600,1.0
0.0,1.0,0.01458580411477210,0.02180896077383000,0.0
1.0,0.0,0.7265736565944870,0.9659803361663510,1.0
0.0,1.0,0.8022523312315760,0.4249039301916910,0.0
0.0,0.0,0.5225551890907370,0.22393803266317100,1.0
0.0,1.0,0.09540438742578710,0.15700905860741400,0.0
0.0,0.0,0.24422730617366900,0.47368196950386300,1.0
1.0,1.0,0.1591039981189880,0.8391711070298880,0.0
0.0,0.0,0.7929207759324210,0.24157011849744800,1.0
1.0,0.0,0.1628285531049110,0.003909959683149,0.0
0.0,1.0,0.0016094468435824400,0.8702178260442720,1.0
1.0,0.0,0.21459598438981900,0.557457318111448,0.0
1.0,0.0,0.8529776768366790,0.979214012135289,1.0
1.0,1.0,0.8457794885284630,0.022986575417573000,0.0
0.0,0.0,0.2510655254103730,0.9380000099395070,1.0
1.0,0.0,0.7131027408194150,0.612176675896902,0.0
