,X1,X2,X3,X4,class
20500,0.0,0.0,0.6246447122742539,0.8807763539814051,1.0
20501,0.0,1.0,0.226144355831677,0.1907821153169339,1.0
20502,1.0,0.0,0.8634861390679743,0.8903984167453851,0.0
20503,1.0,1.0,0.7897996984724354,0.0809056832630825,0.0
20504,0.0,0.0,0.0503019726195856,0.4921705206829122,1.0
20505,1.0,1.0,0.2337605245390281,0.6580198993911618,1.0
20506,1.0,0.0,0.8236222531706772,0.3245854925247865,0.0
20507,0.0,0.0,0.5479132691336618,0.9060266528039423,0.0
20508,0.0,1.0,0.0463502609704161,0.9316574147747758,1.0
20509,0.0,1.0,0.1825334925563027,0.7360093637149673,0.0
20510,0.0,1.0,0.9382283870902578,0.7353289525744217,1.0
20511,1.0,1.0,0.0187529052034679,0.4844846576851231,1.0
20512,1.0,0.0,0.193302723180707,0.93061097817969,0.0
20513,1.0,0.0,0.1089179234408959,0.4341229078786041,1.0
20514,1.0,0.0,0.3823923196149259,0.4494421667521179,0.0
20515,0.0,1.0,0.1145165169553701,0.3498408743607692,1.0
20516,0.0,0.0,0.937716664607795,0.5191828062841185,0.0
20517,1.0,0.0,0.6321864353776862,0.0619467183708867,1.0
20518,0.0,1.0,0.6016466262971719,0.4486255832300386,0.0
20519,1.0,1.0,0.0683717555594832,0.9081745658916782,1.0
20520,1.0,0.0,0.5580005222654125,0.1929807404776111,0.0
20521,1.0,0.0,0.6681312832335172,0.7936522695984736,1.0
20522,1.0,0.0,0.6426837876194174,0.4977592337914025,0.0
20523,0.0,1.0,0.5284760138476394,0.0385201431997009,1.0
20524,1.0,0.0,0.9559747766668938,0.5586011411200886,0.0
20525,0.0,1.0,0.4581526207967872,0.5020506832580615,1.0
20526,0.0,1.0,0.6851136421364442,0.5021875286214066,0.0
20527,1.0,0.0,0.6576832678024204,0.7946690290588676,0.0
20528,1.0,0.0,0.465076317201913,0.643393200085715,1.0
20529,0.0,1.0,0.7903760599607278,0.588218500223408,0.0
20530,0.0,0.0,0.8880611471020129,0.6094330145674336,1.0
20531,0.0,1.0,0.9202858587418332,0.1303223031149275,1.0
20532,0.0,1.0,0.2913416809105389,0.9586880095822624,0.0
20533,0.0,1.0,0.913812080495626,0.6689859871855232,0.0
20534,1.0,1.0,0.4603600371934899,0.2446515668161591,1.0
20535,0.0,0.0,0.7272581079162785,0.2445822851567177,0.0
20536,0.0,1.0,0.4172577238488583,0.7030685574824821,1.0
20537,1.0,1.0,0.3200833807768319,0.8937869306979132,1.0
20538,0.0,0.0,0.6315172158928067,0.8508365666346895,0.0
20539,1.0,1.0,0.3721113908488062,0.474556702779136,1.0
20540,0.0,1.0,0.3968096477404466,0.2405608442989304,0.0
20541,1.0,0.0,0.5968719595891665,0.5571039839803741,1.0
20542,1.0,0.0,0.714189546850387,0.9040449585101532,0.0
20543,0.0,1.0,0.816950290595856,0.0353767531812486,1.0
20544,1.0,0.0,0.0998806524459677,0.8337779814000634,0.0
20545,1.0,1.0,0.0320355574168669,0.6935376027454907,0.0
20546,0.0,1.0,0.4225262218560844,0.5655521701342737,1.0
20547,1.0,1.0,0.6111371537680625,0.8734194890198695,1.0
20548,0.0,0.0,0.9989058989358788,0.7914802355401099,0.0
20549,1.0,0.0,0.8520020485960015,0.1909881486976797,0.0
20550,1.0,0.0,0.7601825834598132,0.791975107037611,1.0
20551,1.0,0.0,0.7292435244954854,0.3907593373156006,1.0
20552,1.0,1.0,0.6985467922132379,0.1517247780114322,0.0
20553,0.0,0.0,0.1263513802147964,0.600425950184135,0.0
20554,0.0,0.0,0.5526317014640002,0.1984076676369564,1.0
20555,1.0,1.0,0.6029388241477878,0.3870102903992266,1.0
20556,1.0,1.0,0.2135685520982879,0.5275081708233821,0.0
20557,1.0,0.0,0.4019785256254066,0.9506868281927376,1.0
20558,0.0,0.0,0.2518665419672679,0.6036370284552558,0.0
20559,1.0,1.0,0.8942201831074441,0.2060685595467883,0.0
20560,0.0,1.0,0.0604119302619718,0.9344384459992964,1.0
20561,1.0,0.0,0.5455324263748913,0.1089782535455834,0.0
20562,0.0,0.0,0.351505213444216,0.2006469115600208,1.0
20563,1.0,0.0,0.1862682093733378,0.2793244586169586,1.0
20564,0.0,0.0,0.8079045148962454,0.0468028570055559,0.0
20565,1.0,1.0,0.5355537502110533,0.3155483389933096,0.0
20566,0.0,1.0,0.2035182890110529,0.1307934180617523,1.0
20567,0.0,0.0,0.7523015463664817,0.062939897233343,0.0
20568,1.0,0.0,0.927659717605695,0.8042032196713932,1.0
20569,0.0,1.0,0.2257921173613026,0.4649738950152817,0.0
20570,1.0,1.0,0.0254880484838184,0.100035942937699,1.0
20571,0.0,0.0,0.0122061855645587,0.4747256462033857,0.0
20572,0.0,1.0,0.3066445676122697,0.6522794045302627,1.0
20573,0.0,1.0,0.014585804114772,0.0218089607738299,1.0
20574,1.0,1.0,0.512241667755568,0.6525579669093293,0.0
20575,1.0,0.0,0.7265736565944869,0.9659803361663508,0.0
20576,0.0,1.0,0.8022523312315759,0.4249039301916907,1.0
20577,0.0,0.0,0.6545586315916787,0.658973896382335,1.0
20578,1.0,0.0,0.7466826675892827,0.3545167034480148,0.0
20579,0.0,0.0,0.5225551890907373,0.2239380326631711,0.0
20580,1.0,0.0,0.8625516936486392,0.9591391049905812,1.0
20581,1.0,1.0,0.640240986311362,0.245593741854035,0.0
20582,0.0,1.0,0.095404387425787,0.1570090586074135,1.0
20583,0.0,0.0,0.244227306173669,0.4736819695038625,0.0
20584,1.0,1.0,0.1591039981189879,0.8391711070298878,1.0
20585,0.0,0.0,0.7929207759324212,0.2415701184974482,0.0
20586,1.0,0.0,0.1628285531049113,0.003909959683149,1.0
20587,0.0,1.0,0.0016094468435824,0.8702178260442722,0.0
20588,1.0,0.0,0.214595984389819,0.557457318111448,1.0
20589,1.0,0.0,0.8529776768366794,0.979214012135289,0.0
20590,0.0,0.0,0.5951231015690688,0.2714039872460279,1.0
20591,1.0,1.0,0.8457794885284627,0.0229865754175729,1.0
20592,0.0,1.0,0.7310341309871399,0.1717450546346438,0.0
20593,0.0,0.0,0.2510655254103731,0.9380000099395068,0.0
20594,0.0,0.0,0.8182559509968799,0.2412343030362534,1.0
20595,1.0,0.0,0.7131027408194147,0.612176675896902,1.0
20596,1.0,1.0,0.2714595556300223,0.8684421997953099,0.0
20597,0.0,0.0,0.7642070090710305,0.2849175952352734,1.0
20598,0.0,0.0,0.3613006473377763,0.7175873895530501,0.0
20599,1.0,1.0,0.8126472761220019,0.327963227274277,1.0
20600,1.0,0.0,0.7285188276715057,0.9531282140663232,0.0
20601,1.0,1.0,0.7874062583523112,0.3503589292947878,1.0
20602,0.0,0.0,0.5092350119781863,0.0261171321964681,0.0
20603,1.0,1.0,0.1132218280059789,0.433777699965574,1.0
20604,0.0,1.0,0.2233733988055131,0.6985385483212715,0.0
20605,0.0,0.0,0.7495758748474298,0.8845993552156473,0.0
20606,1.0,1.0,0.338556801750244,0.6591748684863985,1.0
20607,0.0,0.0,0.1671373149585774,0.8955490054592337,1.0
20608,1.0,0.0,0.4404422244514648,0.156244838022986,0.0
20609,0.0,0.0,0.727832173319427,0.0612618540283257,0.0
20610,0.0,1.0,0.8307107389830821,0.614921280956015,1.0
20611,0.0,1.0,0.6428558396618527,0.7410431139369735,1.0
20612,0.0,0.0,0.2671873227440607,0.9710277216648996,0.0
20613,0.0,1.0,0.0842516386048899,0.4739260199150827,0.0
20614,0.0,1.0,0.4785114965285927,0.8796299577281181,1.0
20615,1.0,1.0,0.0083513272398618,0.7936977449579884,1.0
20616,0.0,0.0,0.7092174982058093,0.0219879688832245,0.0
20617,0.0,1.0,0.925479709286754,0.4869851175299313,0.0
20618,0.0,1.0,0.3762372582880077,0.2782584836634262,1.0
20619,0.0,0.0,0.686680704589886,0.3316703063773317,0.0
20620,0.0,1.0,0.2384733913218586,0.9478512818657332,1.0
20621,0.0,1.0,0.3916250695671075,0.1525838572993212,0.0
20622,0.0,1.0,0.1240977150858108,0.1439911983551147,1.0
20623,1.0,0.0,0.98329350216313,0.6558053972342657,0.0
